deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,hotel_City Hotel,hotel_Resort Hotel,"lead_time_(-0.01, 100.0))","lead_time_(100.0, 200.0))","lead_time_(200.0, 400.0))","lead_time_(400.0, inf))","stays_in_week_nights_(-0.01, 3.0))","stays_in_week_nights_(3.0, inf))","total_of_special_requests_(-0.01, 1.0))","total_of_special_requests_(1.0, inf))"
True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True
True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True
True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
