lead_time,stays_in_week_nights,total_of_special_requests,days_in_waiting_list,adults,children,babies,booking_changes,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,hotel_City Hotel,hotel_Resort Hotel
45,1,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
39,5,0,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
150,3,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
67,2,0,0,3,1.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
61,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
64,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
171,2,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
141,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
217,4,2,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
59,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
96,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
34,1,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
150,3,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
152,1,0,63,1,0.0,0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
83,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
89,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
145,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
7,3,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
8,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
276,3,0,178,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
95,1,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,2,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
28,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
148,4,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
166,3,2,0,2,2.0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
291,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
210,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
3,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
29,1,0,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
300,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
276,1,2,0,2,2.0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
91,0,0,0,1,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,0,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
169,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
333,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
54,0,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
83,1,0,77,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
32,2,1,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
358,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
156,6,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
70,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
83,3,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
250,7,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
15,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
274,5,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
23,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
144,10,2,0,1,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
318,10,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
72,5,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
76,0,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
146,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
342,4,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
140,3,2,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
76,6,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
316,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
32,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
414,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
21,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
321,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
22,2,0,0,2,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
46,2,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
139,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
116,1,3,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
81,2,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
104,2,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
363,2,0,0,2,0.0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
12,2,2,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
69,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
223,10,1,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
31,2,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
30,0,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5,2,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
14,1,3,0,1,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
71,2,3,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,0,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
73,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
61,5,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
12,2,0,0,3,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
336,3,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
57,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
30,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
54,5,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
12,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
58,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
42,2,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
33,1,0,15,2,0.0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
145,2,3,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
143,2,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
158,2,0,31,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
40,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
102,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
118,5,2,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
44,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
262,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
82,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
106,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
152,10,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
5,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
320,2,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
91,0,1,0,2,1.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
124,3,2,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
224,8,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
72,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
114,6,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
64,4,1,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
54,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
48,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
29,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
208,1,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
291,7,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
48,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
169,3,0,0,2,0.0,0,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
103,2,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
114,5,0,0,3,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
13,2,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
66,2,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
45,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
214,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
56,4,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
50,4,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
14,2,3,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
162,5,2,0,2,2.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
8,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
46,0,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
23,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
219,4,2,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
178,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
164,10,0,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
251,5,1,0,3,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
276,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
110,4,0,69,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
20,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
277,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,2,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
287,3,0,0,1,0.0,0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
277,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
10,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
287,3,0,0,2,0.0,0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
11,2,1,0,2,0.0,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
261,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
83,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
296,4,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
8,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
9,2,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
373,3,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
105,1,3,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5,2,1,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
19,3,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0,0,2,0.0,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
96,4,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
146,5,2,0,2,0.0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
77,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
316,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
42,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
423,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,5,0,0,1,0.0,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
130,1,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
259,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28,1,2,0,0,2.0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
23,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
223,2,0,40,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
166,7,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
153,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
97,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
22,3,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,0,0,0,1,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
131,5,0,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
101,5,0,0,1,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
5,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
86,3,2,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
379,2,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
148,1,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
135,3,2,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
168,2,0,0,1,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
260,2,0,0,2,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,1,1,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
10,0,3,0,2,1.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
69,4,2,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
84,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
221,1,0,0,2,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
267,3,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
314,4,1,0,2,0.0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
33,2,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
6,0,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
125,1,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
5,2,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
107,2,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
269,3,0,0,1,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
345,5,2,0,2,0.0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
10,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
25,5,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
275,0,0,0,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
22,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
20,5,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
217,4,2,0,2,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
4,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
108,1,1,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
10,1,0,0,1,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
220,7,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
211,3,0,46,2,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
32,1,2,0,2,0.0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
197,3,1,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
53,1,0,0,2,0.0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
119,4,0,0,2,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
19,1,0,0,3,0.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
